shell,h2_basis_index,public_actor_support_size,profile_ids,all_referenced_profiles_certified_nonnegative,status_multiset,interpretation
12,215,4,"6,7,2836,2845",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,216,4,"3058,3061,3076,3079",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,217,4,"2566,2568,3127,3128",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,218,2,"3126,3127",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,219,4,"2566,2567,3125,3127",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,220,4,"3061,3076,3108,3127",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,221,4,"3061,3076,3110,3127",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,222,4,"3061,3076,3115,3127",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,223,4,"2566,2612,3127,3159",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,224,6,"1994,1998,2566,2612,3127,3157",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,225,4,"2566,2612,3127,3158",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,226,8,"1994,1998,2566,2612,3061,3076,3127,3144",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,227,8,"1994,1998,2566,2612,3061,3076,3127,3150",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,228,6,"2566,2612,3061,3076,3127,3152",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,229,6,"1998,2031,2566,2612,3127,3175",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,230,8,"1459,1460,1998,2031,2566,2612,3127,3176",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,231,8,"1998,2031,2566,2612,3061,3076,3127,3170",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,232,8,"1460,1481,1998,2031,2566,2612,3127,3184",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,233,10,"1460,1481,1998,2031,2566,2612,3061,3076,3127,3182",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,234,12,"624,625,975,992,1460,1481,1998,2031,2566,2612,3127,3189",True,"{""EXACT_RATIONAL_PASS"": 12}",sum of certified three-level nonnegative shell gaps
12,235,12,"975,992,1460,1481,1998,2031,2566,2612,3061,3076,3127,3187",True,"{""EXACT_RATIONAL_PASS"": 12}",sum of certified three-level nonnegative shell gaps
12,236,12,"624,634,975,992,1460,1481,1998,2031,2566,2612,3127,3192",True,"{""EXACT_RATIONAL_PASS"": 12}",sum of certified three-level nonnegative shell gaps
12,237,14,"624,633,975,992,1460,1481,1998,2031,2566,2612,3061,3076,3127,3191",True,"{""EXACT_RATIONAL_PASS"": 14}",sum of certified three-level nonnegative shell gaps
12,238,4,"2151,2210,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,239,4,"6,7,2195,2210",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,240,2,"3505,3509",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,241,4,"6,7,2210,2225",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,242,2,"3508,3509",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,243,2,"2210,2214",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,244,2,"3506,3509",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,245,4,"6,7,2210,2218",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,246,2,"3504,3509",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,247,4,"6,7,2203,2210",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,248,2,"3509,3513",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,249,2,"2210,2219",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,250,2,"3509,3510",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,251,4,"6,7,3371,3374",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,252,2,"2206,2210",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,253,4,"2140,2210,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,254,4,"6,7,2229,2238",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,255,4,"3492,3493,3507,3509",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,256,4,"6,7,2197,2210",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,257,2,"3465,3493",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,258,4,"2152,2210,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,259,4,"2144,2210,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,260,2,"2231,2238",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,261,4,"3493,3495,3507,3509",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,262,6,"6,7,2165,2238,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,263,4,"6,7,2179,2210",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,264,2,"3487,3493",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,265,4,"2137,2210,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,266,4,"2139,2210,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,267,4,"6,7,2184,2210",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,268,2,"3475,3493",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,269,4,"6,7,2210,2220",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,270,2,"3489,3493",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,271,4,"2162,2210,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,272,2,"2188,2210",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,273,2,"3493,3494",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,274,4,"3076,3079,3557,3560",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,275,2,"3557,3561",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,276,2,"3555,3557",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,277,4,"3076,3079,3556,3557",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,278,4,"3076,3079,3557,3558",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,279,6,"3076,3079,3493,3509,3538,3557",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,280,4,"3493,3509,3531,3557",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,281,6,"3076,3079,3493,3509,3540,3557",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,282,4,"3493,3509,3542,3557",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,283,4,"3076,3127,3557,3594",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,284,6,"2566,2567,3076,3127,3557,3595",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,285,4,"3076,3127,3557,3590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,286,4,"3076,3127,3557,3593",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,287,6,"2566,2568,3076,3127,3557,3591",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,288,6,"3076,3127,3493,3509,3557,3579",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,289,6,"3076,3127,3493,3509,3557,3574",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,290,6,"3076,3127,3493,3509,3557,3576",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,291,6,"3076,3127,3493,3509,3557,3578",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,292,8,"1994,1998,2566,2612,3076,3127,3557,3612",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,293,6,"2566,2612,3076,3127,3557,3611",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,294,6,"2566,2612,3076,3127,3557,3613",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,295,10,"1994,1998,2566,2612,3076,3127,3493,3509,3557,3602",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,296,10,"1994,1998,2566,2612,3076,3127,3493,3509,3557,3608",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,297,8,"1998,2031,2566,2612,3076,3127,3557,3623",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,298,10,"1459,1460,1998,2031,2566,2612,3076,3127,3557,3624",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,299,10,"1998,2031,2566,2612,3076,3127,3493,3509,3557,3620",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,300,12,"1451,1460,1998,2031,2566,2612,3076,3127,3493,3509,3557,3621",True,"{""EXACT_RATIONAL_PASS"": 12}",sum of certified three-level nonnegative shell gaps
12,301,10,"1460,1481,1998,2031,2566,2612,3076,3127,3557,3629",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,302,14,"975,977,1460,1481,1998,2031,2566,2612,3076,3127,3493,3509,3557,3627",True,"{""EXACT_RATIONAL_PASS"": 14}",sum of certified three-level nonnegative shell gaps
12,303,14,"624,625,975,992,1460,1481,1998,2031,2566,2612,3076,3127,3557,3632",True,"{""EXACT_RATIONAL_PASS"": 14}",sum of certified three-level nonnegative shell gaps
12,304,14,"975,992,1460,1481,1998,2031,2566,2612,3076,3127,3493,3509,3557,3631",True,"{""EXACT_RATIONAL_PASS"": 14}",sum of certified three-level nonnegative shell gaps
12,305,4,"1583,1627,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,306,4,"6,7,1617,1627",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,307,2,"3837,3842",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,308,4,"6,7,1627,1635",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,309,2,"3842,3843",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,310,4,"6,7,1604,1627",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,311,2,"3838,3842",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,312,2,"1627,1638",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,313,2,"3842,3844",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,314,2,"3792,3797",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,315,4,"6,7,1613,1627",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,316,2,"3842,3846",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,317,2,"1627,1639",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,318,2,"3842,3849",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,319,4,"6,7,1627,1633",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,320,2,"3839,3842",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,321,4,"6,7,1623,1627",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,322,2,"3842,3850",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,323,2,"1601,1627",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,324,4,"1565,1627,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,325,4,"6,7,1598,1627",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,326,2,"3828,3831",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,327,4,"1563,1627,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,328,4,"6,7,1607,1627",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,329,2,"3817,3831",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,330,2,"1606,1627",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,331,2,"3822,3831",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,332,4,"6,7,1608,1627",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,333,2,"3827,3831",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,334,4,"6,7,1599,1627",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,335,2,"3826,3831",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,336,2,"3886,3895",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,337,4,"3507,3509,3886,3887",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,338,4,"3507,3509,3886,3893",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,339,2,"3886,3889",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,340,2,"3886,3890",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,341,2,"3884,3886",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,342,4,"3831,3842,3875,3886",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,343,4,"3831,3842,3872,3886",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,344,4,"3831,3842,3876,3886",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,345,4,"3831,3842,3880,3886",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,346,4,"2150,2210,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,347,4,"3831,3842,3864,3886",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,348,6,"3076,3079,3509,3557,3886,3923",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,349,6,"3076,3079,3509,3557,3886,3918",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,350,6,"3076,3079,3509,3557,3886,3922",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,351,4,"3509,3557,3886,3921",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,352,4,"3509,3557,3886,3919",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,353,6,"3076,3079,3509,3557,3886,3920",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,354,6,"3509,3557,3831,3842,3886,3910",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,355,6,"3509,3557,3831,3842,3886,3914",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,356,8,"3076,3079,3509,3557,3831,3842,3886,3905",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,357,6,"3509,3557,3831,3842,3886,3903",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,358,6,"3076,3127,3509,3557,3886,3940",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,359,6,"3076,3127,3509,3557,3886,3943",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,360,6,"3076,3127,3509,3557,3886,3941",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,361,10,"2566,2567,3076,3127,3509,3557,3831,3842,3886,3936",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,362,8,"3076,3127,3509,3557,3831,3842,3886,3933",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,363,8,"3076,3127,3509,3557,3831,3842,3886,3935",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,364,10,"2566,2567,3076,3127,3509,3557,3831,3842,3886,3932",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,365,8,"3076,3127,3509,3557,3831,3842,3886,3930",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,366,10,"1994,1998,2566,2612,3076,3127,3509,3557,3886,3954",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,367,8,"2566,2612,3076,3127,3509,3557,3886,3956",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,368,8,"2566,2612,3076,3127,3509,3557,3886,3955",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,369,12,"1994,1998,2566,2612,3076,3127,3509,3557,3831,3842,3886,3950",True,"{""EXACT_RATIONAL_PASS"": 12}",sum of certified three-level nonnegative shell gaps
12,370,12,"1994,1998,2566,2612,3076,3127,3509,3557,3831,3842,3886,3948",True,"{""EXACT_RATIONAL_PASS"": 12}",sum of certified three-level nonnegative shell gaps
12,371,12,"1994,1998,2566,2612,3076,3127,3509,3557,3831,3842,3886,3949",True,"{""EXACT_RATIONAL_PASS"": 12}",sum of certified three-level nonnegative shell gaps
12,372,10,"1998,2031,2566,2612,3076,3127,3509,3557,3886,3962",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,373,12,"1459,1460,1998,2031,2566,2612,3076,3127,3509,3557,3886,3963",True,"{""EXACT_RATIONAL_PASS"": 12}",sum of certified three-level nonnegative shell gaps
12,374,14,"1451,1460,1998,2031,2566,2612,3076,3127,3509,3557,3831,3842,3886,3959",True,"{""EXACT_RATIONAL_PASS"": 14}",sum of certified three-level nonnegative shell gaps
12,375,12,"1998,2031,2566,2612,3076,3127,3509,3557,3831,3842,3886,3960",True,"{""EXACT_RATIONAL_PASS"": 12}",sum of certified three-level nonnegative shell gaps
12,376,12,"1460,1481,1998,2031,2566,2612,3076,3127,3509,3557,3886,3966",True,"{""EXACT_RATIONAL_PASS"": 12}",sum of certified three-level nonnegative shell gaps
12,377,16,"975,977,1460,1481,1998,2031,2566,2612,3076,3127,3509,3557,3831,3842,3886,3965",True,"{""EXACT_RATIONAL_PASS"": 16}",sum of certified three-level nonnegative shell gaps
12,378,4,"1060,1096,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,379,4,"6,7,1094,1096",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,380,2,"4107,4109",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,381,2,"1076,1096",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,382,4,"6,7,1091,1096",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,383,2,"4091,4096",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,384,4,"6,7,1079,1096",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,385,2,"4090,4096",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,386,2,"4108,4110",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,387,4,"1069,1114,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,388,4,"6,7,1087,1096",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,389,2,"4109,4111",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,390,2,"1105,1114",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,391,4,"4095,4096,4109,4110",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,392,4,"6,7,1090,1096",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,393,2,"4092,4096",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,394,4,"4096,4109,4130,4144",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,395,4,"4096,4109,4138,4144",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,396,4,"4096,4109,4129,4144",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,397,4,"4096,4109,4128,4144",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,398,2,"4144,4146",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,399,2,"4143,4144",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,400,4,"4096,4109,4131,4144",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,401,4,"4096,4109,4135,4144",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,402,4,"3842,3886,4144,4174",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,403,6,"3842,3886,4096,4109,4144,4165",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,404,6,"3842,3886,4096,4109,4144,4159",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,405,6,"3842,3886,4096,4109,4144,4164",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,406,6,"3507,3509,3842,3886,4144,4172",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,407,4,"3842,3886,4144,4173",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,408,8,"3507,3509,3842,3886,4096,4109,4144,4163",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,409,6,"3842,3886,4096,4109,4144,4162",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,410,6,"3842,3886,4096,4109,4144,4160",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,411,6,"3842,3886,4096,4109,4144,4168",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,412,8,"3076,3079,3509,3557,3842,3886,4144,4190",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,413,8,"3509,3557,3842,3886,4096,4109,4144,4184",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,414,8,"3509,3557,3842,3886,4096,4109,4144,4186",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,415,10,"3076,3079,3509,3557,3842,3886,4096,4109,4144,4183",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,416,8,"3076,3127,3509,3557,3842,3886,4144,4202",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,417,10,"3076,3127,3509,3557,3842,3886,4096,4109,4144,4198",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,418,10,"3076,3127,3509,3557,3842,3886,4096,4109,4144,4200",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,419,10,"2566,2568,3076,3127,3509,3557,3842,3886,4144,4203",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,420,12,"2566,2567,3076,3127,3509,3557,3842,3886,4096,4109,4144,4199",True,"{""EXACT_RATIONAL_PASS"": 12}",sum of certified three-level nonnegative shell gaps
